footfall,AQ,USS,CS,VOC,RP,IP,Temperature,tempMode,fail
-0.28315338383873784,1.8604968882182367,-1.402479731641023,0.47760954953977847,1.3898127645565495,-0.6727880624792234,-0.9795041273597063,-2.5674071239208387,7,1
-0.10755802893971142,-0.9217748939251538,0.043659937030878296,-0.310613203546849,-0.810762964630607,-1.647540186765668,-0.3538939134033038,-2.5674071239208387,1,0
-0.25450361540784405,-1.6173428394610014,-0.6794098973050723,0.47760954953977847,-0.810762964630607,-1.4038521556940569,0.8973265145095012,-2.5674071239208387,7,0
-0.20644593933021577,-0.9217748939251538,0.766729771366829,-0.310613203546849,-0.810762964630607,-1.1601641246224457,0.8973265145095012,-2.5674071239208387,4,0
0.3083257063474564,0.46936099714654145,2.2128694400387303,-1.0988359566334764,-1.2508781104680384,1.2767161860936662,0.8973265145095012,-2.5674071239208387,7,0
-0.1814929152129857,-0.9217748939251538,0.766729771366829,0.47760954953977847,-0.810762964630607,-1.5866181789977654,-0.3538939134033038,-2.5674071239208387,3,0
-0.19073477599714497,0.46936099714654145,2.2128694400387303,-1.0988359566334764,-0.810762964630607,1.8250142560047913,-0.3538939134033038,-2.5674071239208387,7,0
-0.25450361540784405,0.46936099714654145,0.766729771366829,-0.310613203546849,0.5095824728816868,-1.5866181789977654,-0.3538939134033038,-2.5674071239208387,1,0
-0.1167998897238707,-0.2262069483893062,2.2128694400387303,-1.887058709720104,0.06946732704425551,-0.9773981013187374,-0.3538939134033038,-2.5674071239208387,7,0
2.3045676357258618,-0.9217748939251538,0.043659937030878296,1.265832302626406,-1.2508781104680384,-0.49002203917551496,-0.9795041273597063,-2.5674071239208387,0,0
1.1955443416267477,-0.9217748939251538,-0.6794098973050723,-1.0988359566334764,0.5095824728816868,-1.2820081401582513,-1.6051143413161086,-2.5674071239208387,0,0
0.02182802203851857,-0.2262069483893062,0.043659937030878296,0.47760954953977847,-0.810762964630607,-0.9773981013187374,-0.3538939134033038,-2.5674071239208387,5,0
-0.10755802893971142,0.46936099714654145,0.766729771366829,0.47760954953977847,0.9496976187191181,-1.5256961712298625,-0.3538939134033038,-2.5674071239208387,2,1
-0.19073477599714497,-0.2262069483893062,0.766729771366829,0.47760954953977847,-1.2508781104680384,-0.30725601587180656,0.2717163005530987,-2.5674071239208387,7,0
0.6410326945771907,0.46936099714654145,2.9359392743746806,-1.0988359566334764,-1.2508781104680384,1.642248232701083,-2.230724555272511,-2.5674071239208387,7,0
-0.28315338383873784,1.164928942682389,2.9359392743746806,-0.310613203546849,-1.2508781104680384,0.9111841394862493,-0.9795041273597063,-2.5674071239208387,7,0
-0.16300919364466712,-0.2262069483893062,0.766729771366829,-0.310613203546849,-0.810762964630607,0.6674961084146381,-0.9795041273597063,-2.5674071239208387,7,0
-0.27853245344665817,-0.9217748939251538,0.043659937030878296,0.47760954953977847,-0.810762964630607,-1.4038521556940569,0.8973265145095012,-2.5674071239208387,5,0
-0.2526552432510122,1.164928942682389,-0.6794098973050723,0.47760954953977847,0.9496976187191181,0.24104205403931858,-0.3538939134033038,-2.5674071239208387,7,1
-0.2655938483488352,-1.6173428394610014,-1.402479731641023,-1.0988359566334764,-1.2508781104680384,-0.6727880624792234,-0.9795041273597063,-2.3999482470479534,2,0
-0.21476361403595912,-0.2262069483893062,0.766729771366829,1.265832302626406,-0.37064781879317577,2.495156341451722,-1.6051143413161086,-2.3999482470479534,7,0
-0.10755802893971142,-1.6173428394610014,0.766729771366829,0.47760954953977847,-0.37064781879317577,-1.647540186765668,-0.3538939134033038,-2.3999482470479534,0,0
-0.2720631508977467,-0.2262069483893062,2.2128694400387303,-1.887058709720104,-0.37064781879317577,-1.2210861323903486,-0.9795041273597063,-2.3999482470479534,3,0
-0.28315338383873784,1.164928942682389,-1.402479731641023,0.47760954953977847,1.3898127645565495,-0.185412000336001,-0.3538939134033038,-2.3999482470479534,7,1
-0.2655938483488352,-0.2262069483893062,-0.6794098973050723,-2.6752814628067316,-0.810762964630607,-0.1244899925680982,-0.9795041273597063,-2.3999482470479534,0,0
-0.28315338383873784,-0.2262069483893062,0.043659937030878296,0.47760954953977847,-0.810762964630607,-1.5866181789977654,-0.3538939134033038,-2.3999482470479534,2,0
0.07727918674347428,-0.9217748939251538,0.766729771366829,1.265832302626406,-0.810762964630607,-0.42910003140761216,0.2717163005530987,-2.3999482470479534,5,0
-0.2461859407021007,-0.2262069483893062,0.043659937030878296,-1.0988359566334764,-1.2508781104680384,-0.42910003140761216,0.8973265145095012,-2.3999482470479534,7,0
-0.28038082560349004,0.46936099714654145,1.4897996057027796,-1.0988359566334764,-0.810762964630607,0.0582760307356102,-0.9795041273597063,-2.3999482470479534,3,0
0.13273035144842998,-0.2262069483893062,2.9359392743746806,-3.463504215893359,-1.2508781104680384,-0.794632078015029,-0.9795041273597063,-2.3999482470479534,3,0
0.04031174360683714,-0.9217748939251538,0.766729771366829,1.265832302626406,-0.37064781879317577,-1.2820081401582513,-1.6051143413161086,-2.3999482470479534,0,0
-0.2240054748201184,-0.2262069483893062,0.766729771366829,-2.6752814628067316,-0.810762964630607,0.7893401239504437,-1.6051143413161086,-2.2324893701750677,3,0
-0.28038082560349004,-0.2262069483893062,0.766729771366829,-1.887058709720104,-1.2508781104680384,-0.9164760935508346,-0.9795041273597063,-2.2324893701750677,0,0
-0.28315338383873784,-0.2262069483893062,0.043659937030878296,1.265832302626406,-0.810762964630607,-0.9773981013187374,-0.9795041273597063,-2.2324893701750677,1,0
0.3083257063474564,1.8604968882182367,1.4897996057027796,1.265832302626406,0.5095824728816868,-0.8555540857829318,-0.9795041273597063,-2.2324893701750677,7,1
-0.28315338383873784,-0.9217748939251538,0.766729771366829,0.47760954953977847,-1.2508781104680384,0.6065741006467353,-0.9795041273597063,-2.2324893701750677,7,0
-0.2720631508977467,-0.2262069483893062,0.043659937030878296,0.47760954953977847,-0.810762964630607,2.251468310380111,-0.9795041273597063,-2.2324893701750677,7,0
-0.22585384697695027,1.8604968882182367,-0.6794098973050723,1.265832302626406,0.9496976187191181,1.7031702404689857,-0.9795041273597063,-2.2324893701750677,6,1
-0.25450361540784405,1.8604968882182367,-0.6794098973050723,0.47760954953977847,1.3898127645565495,-1.708462194533571,-0.3538939134033038,-2.2324893701750677,2,1
-0.28315338383873784,-0.9217748939251538,-0.6794098973050723,0.47760954953977847,-0.810762964630607,-0.002645977032292601,0.8973265145095012,-2.2324893701750677,1,0
-0.1167998897238707,0.46936099714654145,1.4897996057027796,-0.310613203546849,-1.2508781104680384,0.24104205403931858,-1.6051143413161086,-2.2324893701750677,6,0
0.3083257063474564,1.164928942682389,0.766729771366829,-1.0988359566334764,0.9496976187191181,-0.42910003140761216,-0.9795041273597063,-2.2324893701750677,3,0
-0.1814929152129857,-1.6173428394610014,0.043659937030878296,0.47760954953977847,-0.810762964630607,-1.5256961712298625,0.8973265145095012,-2.2324893701750677,0,0
-0.19073477599714497,1.8604968882182367,2.9359392743746806,-0.310613203546849,1.3898127645565495,-0.7337100702471262,-1.6051143413161086,-2.2324893701750677,1,0
-0.19073477599714497,-0.2262069483893062,0.766729771366829,1.265832302626406,-0.37064781879317577,-0.2463340081039038,0.2717163005530987,-2.2324893701750677,7,0
-0.2729873369761626,1.164928942682389,2.2128694400387303,-1.887058709720104,-0.37064781879317577,1.7640922482368886,0.8973265145095012,-2.2324893701750677,3,0
-0.28315338383873784,-0.2262069483893062,0.043659937030878296,-3.463504215893359,1.3898127645565495,-0.1244899925680982,-0.9795041273597063,-2.2324893701750677,7,1
-0.2794566395250741,-0.2262069483893062,2.2128694400387303,0.47760954953977847,-1.2508781104680384,2.495156341451722,-1.6051143413161086,-2.2324893701750677,7,0
-0.2508068710941803,-0.2262069483893062,0.766729771366829,-2.6752814628067316,-0.810762964630607,-0.0635679848001954,-0.9795041273597063,-2.0650304933021824,6,0
-0.28315338383873784,-0.9217748939251538,0.766729771366829,-0.310613203546849,-0.37064781879317577,-1.5256961712298625,0.8973265145095012,-2.0650304933021824,1,0
-0.28315338383873784,0.46936099714654145,-1.402479731641023,0.47760954953977847,0.9496976187191181,1.2767161860936662,-0.9795041273597063,-2.0650304933021824,7,1
-0.28315338383873784,0.46936099714654145,-0.6794098973050723,0.47760954953977847,0.9496976187191181,-0.5509440469434178,-0.9795041273597063,-2.0650304933021824,2,1
-0.2526552432510122,-0.2262069483893062,0.043659937030878296,0.47760954953977847,0.06946732704425551,1.337638193861569,-1.6051143413161086,-2.0650304933021824,7,0
-0.03362314266643714,0.46936099714654145,0.766729771366829,-1.887058709720104,-1.2508781104680384,1.2157941783257633,-0.9795041273597063,-2.0650304933021824,2,0
-0.24156501031002106,-1.6173428394610014,0.766729771366829,0.47760954953977847,-1.2508781104680384,2.495156341451722,-0.3538939134033038,-2.0650304933021824,7,0
-0.2461859407021007,1.164928942682389,-0.6794098973050723,-0.310613203546849,0.9496976187191181,1.2767161860936662,-0.9795041273597063,-2.0650304933021824,3,1
-0.27760826736824223,0.46936099714654145,-0.6794098973050723,-1.0988359566334764,-0.37064781879317577,1.7640922482368886,-0.9795041273597063,-2.0650304933021824,1,1
-0.28130501168190597,-0.2262069483893062,0.766729771366829,0.47760954953977847,-1.2508781104680384,1.5204042171652774,-1.6051143413161086,-2.0650304933021824,7,0
-0.28315338383873784,1.164928942682389,-0.6794098973050723,0.47760954953977847,1.3898127645565495,-0.6118660547113206,0.8973265145095012,-2.0650304933021824,0,1
-0.2508068710941803,-0.2262069483893062,-0.6794098973050723,0.47760954953977847,-1.2508781104680384,1.337638193861569,-0.9795041273597063,-2.0650304933021824,3,0
-0.20644593933021577,-1.6173428394610014,0.766729771366829,0.47760954953977847,-1.2508781104680384,-0.8555540857829318,0.8973265145095012,-2.0650304933021824,0,0
2.951497890617012,-1.6173428394610014,-0.6794098973050723,0.47760954953977847,-1.2508781104680384,-0.794632078015029,-0.3538939134033038,-2.0650304933021824,7,0
-0.19073477599714497,-0.2262069483893062,0.766729771366829,1.265832302626406,-0.37064781879317577,-1.03832010908664,-0.9795041273597063,-2.0650304933021824,2,0
0.04031174360683714,-0.9217748939251538,0.043659937030878296,0.47760954953977847,-0.810762964630607,-1.708462194533571,-0.9795041273597063,-2.0650304933021824,2,0
-0.19073477599714497,-0.2262069483893062,2.2128694400387303,-2.6752814628067316,-1.2508781104680384,-0.185412000336001,-0.9795041273597063,-2.0650304933021824,3,0
-0.22123291658487063,-0.2262069483893062,0.766729771366829,1.265832302626406,-0.810762964630607,1.033028155022055,-0.9795041273597063,-2.0650304933021824,1,0
-0.25542780148626,1.8604968882182367,2.9359392743746806,-2.6752814628067316,-1.2508781104680384,-0.6118660547113206,-0.3538939134033038,-2.0650304933021824,5,0
-0.28315338383873784,1.164928942682389,0.043659937030878296,-0.310613203546849,0.5095824728816868,-0.9773981013187374,0.2717163005530987,-1.8975716164292968,7,1
-0.28315338383873784,1.164928942682389,-1.402479731641023,-0.310613203546849,0.5095824728816868,2.495156341451722,-0.3538939134033038,-1.8975716164292968,0,1
-0.27760826736824223,1.164928942682389,-0.6794098973050723,0.47760954953977847,1.3898127645565495,1.8250142560047913,-0.3538939134033038,-1.8975716164292968,7,1
0.04031174360683714,-0.2262069483893062,1.4897996057027796,0.47760954953977847,0.9496976187191181,-1.03832010908664,0.8973265145095012,-1.8975716164292968,1,0
0.08652104752763357,-1.6173428394610014,0.043659937030878296,1.265832302626406,-0.810762964630607,-0.9164760935508346,-0.3538939134033038,-1.8975716164292968,1,0
-0.2692905926624989,1.164928942682389,-0.6794098973050723,0.47760954953977847,1.3898127645565495,0.7284181161825409,-2.230724555272511,-1.8975716164292968,7,1
-0.28315338383873784,-0.2262069483893062,0.766729771366829,-1.0988359566334764,0.06946732704425551,-0.002645977032292601,-0.3538939134033038,-1.8975716164292968,0,0
-0.28038082560349004,-0.2262069483893062,2.2128694400387303,-0.310613203546849,-0.810762964630607,-1.5256961712298625,-0.9795041273597063,-1.8975716164292968,2,0
-0.2628212901135874,-0.2262069483893062,-0.6794098973050723,0.47760954953977847,-0.37064781879317577,0.4847300851109298,-0.9795041273597063,-1.8975716164292968,5,0
-0.2240054748201184,-1.6173428394610014,-1.402479731641023,-1.887058709720104,-1.2508781104680384,-1.4038521556940569,-1.6051143413161086,-1.8975716164292968,2,0
-0.2535794293294281,-0.9217748939251538,2.9359392743746806,-1.0988359566334764,-0.810762964630607,1.0939501627899577,-2.230724555272511,-1.8975716164292968,5,0
